SessionToken,Datestamp,Details
daf9036afe63268f6197eb3ae3f65e5e,2023-02-21T16:32:45Z,Session started
daf9036afe63268f6197eb3ae3f65e5e,2023-02-21T16:32:45Z,User on tabHome
daf9036afe63268f6197eb3ae3f65e5e,2023-02-21T16:55:18Z,Session Ended
3f7da95ef76caf39e55f51106aed11c9,2023-02-21T17:14:56Z,Session started
3f7da95ef76caf39e55f51106aed11c9,2023-02-21T17:14:56Z,User on tabHome
3f7da95ef76caf39e55f51106aed11c9,2023-02-21T17:15:17Z,User on tabUpload
3f7da95ef76caf39e55f51106aed11c9,2023-02-21T17:19:20Z,Unsuccessful upload - zip file was misstructured
3f7da95ef76caf39e55f51106aed11c9,2023-02-21T17:20:09Z,Unsuccessful upload - not hashed
89829f2f739ffd6e4731b8d56c38aefb,2023-02-21T17:20:58Z,Session Ended
3f7da95ef76caf39e55f51106aed11c9,2023-02-21T17:23:53Z,Unsuccessful upload - not structurally valid
3f7da95ef76caf39e55f51106aed11c9,2023-02-21T17:24:14Z,Downloaded File Structure Analysis Report
4d32bf82f926486ab4d7349c400dcbd0,2023-02-21T17:25:49Z,Session started
4d32bf82f926486ab4d7349c400dcbd0,2023-02-21T17:25:49Z,User on tabHome
4d32bf82f926486ab4d7349c400dcbd0,2023-02-21T17:26:04Z,Session Ended
3f7da95ef76caf39e55f51106aed11c9,2023-02-21T17:27:44Z,Session Ended
6232943364bf05f7cbb0b7b180fe9667,2023-02-21T17:29:38Z,Session started
6232943364bf05f7cbb0b7b180fe9667,2023-02-21T17:29:38Z,User on tabHome
6232943364bf05f7cbb0b7b180fe9667,2023-02-21T17:31:07Z,Session Ended
3998b4c0ea728f2925bc28600232d8f6,2023-02-21T17:38:20Z,Session Ended
ec1037e66726426f51a887e1c8686c13,2023-02-21T18:04:11Z,Session started
ec1037e66726426f51a887e1c8686c13,2023-02-21T18:04:12Z,User on tabHome
ec1037e66726426f51a887e1c8686c13,2023-02-21T18:16:04Z,User on tabUpload
ec1037e66726426f51a887e1c8686c13,2023-02-21T18:16:59Z,Successful upload
ec1037e66726426f51a887e1c8686c13,2023-02-21T18:17:29Z,User on tabDQOrg
ec1037e66726426f51a887e1c8686c13,2023-02-21T18:17:36Z,User on tabDQSystem
ec1037e66726426f51a887e1c8686c13,2023-02-21T18:17:41Z,User on tabDQOrg
ec1037e66726426f51a887e1c8686c13,2023-02-21T18:18:00Z,Downloaded Org-level DQ Report
ec1037e66726426f51a887e1c8686c13,2023-02-21T18:18:11Z,User on tabPDDE
ec1037e66726426f51a887e1c8686c13,2023-02-21T18:18:12Z,User on tabDQSystem
ec1037e66726426f51a887e1c8686c13,2023-02-21T18:18:16Z,Downloaded System-level DQ Report
6b95de3ebe62fc654e6025fbf3119d0e,2023-02-21T20:52:43Z,Session started
6b95de3ebe62fc654e6025fbf3119d0e,2023-02-21T20:52:43Z,User on tabHome
6b95de3ebe62fc654e6025fbf3119d0e,2023-02-21T20:53:01Z,Session Ended
ec1037e66726426f51a887e1c8686c13,2023-02-21T20:55:24Z,Session Ended
9a23314caf0911b2295b07bb775ca636,2023-02-21T21:25:43Z,Session started
9a23314caf0911b2295b07bb775ca636,2023-02-21T21:25:43Z,User on tabHome
9a23314caf0911b2295b07bb775ca636,2023-02-21T21:25:49Z,User on tabUpload
28fc023ca28c6bd9ab457d15c86710cd,2023-02-21T22:22:23Z,Session started
28fc023ca28c6bd9ab457d15c86710cd,2023-02-21T22:22:23Z,User on tabHome
28fc023ca28c6bd9ab457d15c86710cd,2023-02-21T22:23:03Z,User on tabUpload
28fc023ca28c6bd9ab457d15c86710cd,2023-02-21T22:23:18Z,User on tabLocalSettings
28fc023ca28c6bd9ab457d15c86710cd,2023-02-21T22:23:19Z,User on tabClientCount
28fc023ca28c6bd9ab457d15c86710cd,2023-02-21T22:23:23Z,User on tabPDDE
28fc023ca28c6bd9ab457d15c86710cd,2023-02-21T22:23:25Z,User on tabDQSystem
28fc023ca28c6bd9ab457d15c86710cd,2023-02-21T22:23:25Z,User on tabDQOrg
28fc023ca28c6bd9ab457d15c86710cd,2023-02-21T22:23:26Z,User on tabChangelog
28fc023ca28c6bd9ab457d15c86710cd,2023-02-21T22:28:56Z,Session Ended
4c7417f97bda7fb5b667574d7d70c163,2023-02-21T22:37:38Z,Session Ended
9a23314caf0911b2295b07bb775ca636,2023-02-21T22:47:01Z,Session Ended
cbe90d487ca35215482b0474b8de20a9,2023-02-22T13:39:36Z,Session started
cbe90d487ca35215482b0474b8de20a9,2023-02-22T13:39:36Z,User on tabHome
cbe90d487ca35215482b0474b8de20a9,2023-02-22T13:52:38Z,Session Ended
f9ae0261fe5c470e1c0529af79ec5608,2023-02-22T14:02:15Z,Session Ended
09b804fa90fc83cd11d97e23106f5242,2023-02-22T14:05:13Z,Session started
09b804fa90fc83cd11d97e23106f5242,2023-02-22T14:05:13Z,User on tabHome
09b804fa90fc83cd11d97e23106f5242,2023-02-22T14:05:15Z,User on tabUpload
09b804fa90fc83cd11d97e23106f5242,2023-02-22T14:05:28Z,Unsuccessful upload - not structurally valid
3719c18b0787e58304da651ec99d0007,2023-02-22T14:12:47Z,Session started
3719c18b0787e58304da651ec99d0007,2023-02-22T14:12:47Z,User on tabHome
09b804fa90fc83cd11d97e23106f5242,2023-02-22T14:25:14Z,Session Ended
c4c449e634d90ae47a0ebfb22cb66d56,2023-02-22T14:42:37Z,Session started
c4c449e634d90ae47a0ebfb22cb66d56,2023-02-22T14:42:37Z,User on tabHome
ca97b65ef1b10ecb7bb4f0a6bd924794,2023-02-22T14:42:48Z,Session started
ca97b65ef1b10ecb7bb4f0a6bd924794,2023-02-22T14:42:48Z,User on tabHome
c4c449e634d90ae47a0ebfb22cb66d56,2023-02-22T14:42:55Z,Session Ended
ca97b65ef1b10ecb7bb4f0a6bd924794,2023-02-22T14:43:11Z,Session Ended
a443caca3e88639d3c8d6016011a3f00,2023-02-22T14:43:27Z,Session started
a443caca3e88639d3c8d6016011a3f00,2023-02-22T14:43:27Z,User on tabHome
c91d0bcc4e3a6908dd5804f270d692bc,2023-02-22T14:43:27Z,Session started
c91d0bcc4e3a6908dd5804f270d692bc,2023-02-22T14:43:27Z,User on tabHome
4fd88976642353cc3d2cc7c66fbfed1d,2023-02-22T14:43:27Z,Session started
4fd88976642353cc3d2cc7c66fbfed1d,2023-02-22T14:43:27Z,User on tabHome
4fd88976642353cc3d2cc7c66fbfed1d,2023-02-22T14:43:57Z,Session Ended
c91d0bcc4e3a6908dd5804f270d692bc,2023-02-22T14:43:57Z,Session Ended
a443caca3e88639d3c8d6016011a3f00,2023-02-22T14:43:57Z,Session Ended
8d977331da1f40b65d7ff2f2d51e5aa2,2023-02-22T14:56:31Z,Session started
8d977331da1f40b65d7ff2f2d51e5aa2,2023-02-22T14:56:31Z,User on tabHome
8d977331da1f40b65d7ff2f2d51e5aa2,2023-02-22T14:56:34Z,User on tabUpload
8d977331da1f40b65d7ff2f2d51e5aa2,2023-02-22T14:56:43Z,Unsuccessful upload - not structurally valid
8d977331da1f40b65d7ff2f2d51e5aa2,2023-02-22T14:57:17Z,Downloaded File Structure Analysis Report
bb5f80efd4739d1ce756af995aafa289,2023-02-22T15:01:27Z,Session started
bb5f80efd4739d1ce756af995aafa289,2023-02-22T15:01:27Z,User on tabHome
bb5f80efd4739d1ce756af995aafa289,2023-02-22T15:01:28Z,User on tabUpload
bb5f80efd4739d1ce756af995aafa289,2023-02-22T15:01:44Z,Unsuccessful upload - not structurally valid
bb5f80efd4739d1ce756af995aafa289,2023-02-22T15:01:49Z,Downloaded File Structure Analysis Report
347dc75f7522c15484170bf366496580,2023-02-22T15:12:55Z,Session started
347dc75f7522c15484170bf366496580,2023-02-22T15:12:55Z,User on tabHome
347dc75f7522c15484170bf366496580,2023-02-22T15:13:17Z,Session Ended
62e54a46faefe7e3688b83b0f216206a,2023-02-22T15:13:23Z,Session started
62e54a46faefe7e3688b83b0f216206a,2023-02-22T15:13:23Z,User on tabHome
978c132d8321bd2ef99880b908611da5,2023-02-22T15:13:23Z,Session started
978c132d8321bd2ef99880b908611da5,2023-02-22T15:13:23Z,User on tabHome
0145599b3b6f02f5a4f605fdaae2fc7e,2023-02-22T15:13:23Z,Session started
0145599b3b6f02f5a4f605fdaae2fc7e,2023-02-22T15:13:23Z,User on tabHome
62e54a46faefe7e3688b83b0f216206a,2023-02-22T15:13:47Z,Session Ended
978c132d8321bd2ef99880b908611da5,2023-02-22T15:13:48Z,Session Ended
0145599b3b6f02f5a4f605fdaae2fc7e,2023-02-22T15:13:48Z,Session Ended
9d17721029edebfc9a748bba7e55f3ec,2023-02-22T15:25:54Z,Session started
9d17721029edebfc9a748bba7e55f3ec,2023-02-22T15:25:54Z,User on tabHome
9d17721029edebfc9a748bba7e55f3ec,2023-02-22T15:25:55Z,User on tabUpload
9d17721029edebfc9a748bba7e55f3ec,2023-02-22T15:27:09Z,Unsuccessful upload - not structurally valid
9d17721029edebfc9a748bba7e55f3ec,2023-02-22T15:27:17Z,Downloaded File Structure Analysis Report
8d977331da1f40b65d7ff2f2d51e5aa2,2023-02-22T16:00:20Z,Unsuccessful upload - not structurally valid
8d977331da1f40b65d7ff2f2d51e5aa2,2023-02-22T16:00:51Z,Unsuccessful upload - not structurally valid
8d977331da1f40b65d7ff2f2d51e5aa2,2023-02-22T16:01:05Z,Unsuccessful upload - not structurally valid
8d977331da1f40b65d7ff2f2d51e5aa2,2023-02-22T16:01:34Z,Unsuccessful upload - not structurally valid
bb5f80efd4739d1ce756af995aafa289,2023-02-22T16:29:11Z,User on tabHome
bb5f80efd4739d1ce756af995aafa289,2023-02-22T16:35:10Z,User on tabUpload
bb5f80efd4739d1ce756af995aafa289,2023-02-22T16:35:24Z,Unsuccessful upload - not structurally valid
bb5f80efd4739d1ce756af995aafa289,2023-02-22T16:37:20Z,User on tabPDDE
bb5f80efd4739d1ce756af995aafa289,2023-02-22T16:37:23Z,User on tabDQSystem
bb5f80efd4739d1ce756af995aafa289,2023-02-22T16:38:07Z,User on tabClientCount
bb5f80efd4739d1ce756af995aafa289,2023-02-22T16:38:09Z,User on tabUpload
bb5f80efd4739d1ce756af995aafa289,2023-02-22T16:39:09Z,User on tabChangelog
bb5f80efd4739d1ce756af995aafa289,2023-02-22T16:39:21Z,User on tabPDDE
bb5f80efd4739d1ce756af995aafa289,2023-02-22T16:39:27Z,User on tabDQSystem
bb5f80efd4739d1ce756af995aafa289,2023-02-22T16:39:29Z,User on tabDQOrg
3b0e99897b9db232cc60ce53d8af6d3e,2023-02-22T17:05:00Z,Session started
3b0e99897b9db232cc60ce53d8af6d3e,2023-02-22T17:05:00Z,User on tabHome
bb5f80efd4739d1ce756af995aafa289,2023-02-22T17:32:26Z,Session Ended
167f31d3b2f7787db116e9af38561ccc,2023-02-22T17:53:06Z,Session started
167f31d3b2f7787db116e9af38561ccc,2023-02-22T17:53:06Z,User on tabHome
167f31d3b2f7787db116e9af38561ccc,2023-02-22T17:53:36Z,Session Ended
1a059f4fd3b8ab961f19e6525a44c7e1,2023-02-22T18:06:18Z,Session started
1a059f4fd3b8ab961f19e6525a44c7e1,2023-02-22T18:06:18Z,User on tabHome
1a059f4fd3b8ab961f19e6525a44c7e1,2023-02-22T18:06:27Z,User on tabDQSystem
3b0e99897b9db232cc60ce53d8af6d3e,2023-02-22T18:09:11Z,Session Ended
1a059f4fd3b8ab961f19e6525a44c7e1,2023-02-22T18:18:08Z,Session Ended
44f29d2d6daaeb03fb449f7beebe3d2c,2023-02-22T18:26:35Z,Session started
44f29d2d6daaeb03fb449f7beebe3d2c,2023-02-22T18:26:35Z,User on tabHome
44f29d2d6daaeb03fb449f7beebe3d2c,2023-02-22T18:26:41Z,User on tabUpload
44f29d2d6daaeb03fb449f7beebe3d2c,2023-02-22T19:11:19Z,Session Ended
58496951084f9621a89134bfc8530add,2023-02-22T19:37:53Z,Session started
58496951084f9621a89134bfc8530add,2023-02-22T19:37:53Z,User on tabHome
58496951084f9621a89134bfc8530add,2023-02-22T19:37:55Z,User on tabClientCount
58496951084f9621a89134bfc8530add,2023-02-22T19:38:25Z,User on tabUpload
58496951084f9621a89134bfc8530add,2023-02-22T19:39:29Z,Unsuccessful upload - not structurally valid
58496951084f9621a89134bfc8530add,2023-02-22T19:40:50Z,Downloaded File Structure Analysis Report
58496951084f9621a89134bfc8530add,2023-02-22T19:52:28Z,Session Ended
4979f458c0e34312e88c930feedbb22c,2023-02-22T20:12:04Z,Session started
4979f458c0e34312e88c930feedbb22c,2023-02-22T20:12:04Z,User on tabHome
4979f458c0e34312e88c930feedbb22c,2023-02-22T20:12:08Z,User on tabPDDE
4979f458c0e34312e88c930feedbb22c,2023-02-22T20:12:09Z,User on tabDQSystem
4979f458c0e34312e88c930feedbb22c,2023-02-22T20:12:10Z,User on tabDQOrg
4979f458c0e34312e88c930feedbb22c,2023-02-22T20:12:15Z,User on tabPDDE
289dd895f1b31b58d2722baf65b6b40c,2023-02-22T20:16:20Z,Session started
289dd895f1b31b58d2722baf65b6b40c,2023-02-22T20:16:20Z,User on tabHome
a0e56dacc5ae7986e94d360d06582827,2023-02-22T20:16:56Z,Session started
a0e56dacc5ae7986e94d360d06582827,2023-02-22T20:16:56Z,User on tabHome
a0e56dacc5ae7986e94d360d06582827,2023-02-22T20:17:00Z,User on tabUpload
289dd895f1b31b58d2722baf65b6b40c,2023-02-22T20:17:06Z,Session Ended
3719c18b0787e58304da651ec99d0007,2023-02-22T20:18:13Z,Session Ended
9172c7baac85d700c01ad45fdd35d16d,2023-02-22T20:19:25Z,Session started
9172c7baac85d700c01ad45fdd35d16d,2023-02-22T20:19:25Z,User on tabHome
4979f458c0e34312e88c930feedbb22c,2023-02-22T20:48:20Z,Session Ended
6a2e16a0d3dbecc75cb104e52aefce10,2023-02-22T21:22:16Z,Session started
6a2e16a0d3dbecc75cb104e52aefce10,2023-02-22T21:22:16Z,User on tabHome
6a2e16a0d3dbecc75cb104e52aefce10,2023-02-22T21:22:32Z,Session Ended
9d17721029edebfc9a748bba7e55f3ec,2023-02-23T00:23:45Z,Session Ended
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:15:00Z,Session started
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:15:00Z,User on tabHome
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:37:58Z,User on tabUpload
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:38:14Z,Unsuccessful upload - not structurally valid
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:38:26Z,Downloaded File Structure Analysis Report
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:40:20Z,User on tabPDDE
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:40:22Z,User on tabDQSystem
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:40:37Z,User on tabDQOrg
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:40:47Z,User on tabChangelog
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:40:52Z,User on tabLocalSettings
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:41:46Z,User on tabUpload
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:41:49Z,User on tabLocalSettings
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:41:51Z,User on tabClientCount
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:54:34Z,User on tabHome
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:54:35Z,User on tabUpload
723fc2cd51b1e9568c0a5bc4eca650be,2023-02-23T01:54:42Z,Session started
723fc2cd51b1e9568c0a5bc4eca650be,2023-02-23T01:54:42Z,User on tabHome
723fc2cd51b1e9568c0a5bc4eca650be,2023-02-23T01:54:46Z,User on tabUpload
3846ba00db2a0214fa86255724d53a19,2023-02-23T01:54:55Z,Session started
3846ba00db2a0214fa86255724d53a19,2023-02-23T01:54:55Z,User on tabHome
0e53226e73ce8212de677927372e8e7c,2023-02-23T01:54:56Z,Session Ended
723fc2cd51b1e9568c0a5bc4eca650be,2023-02-23T01:55:07Z,Session Ended
3846ba00db2a0214fa86255724d53a19,2023-02-23T01:55:49Z,User on tabUpload
3846ba00db2a0214fa86255724d53a19,2023-02-23T01:56:03Z,Unsuccessful upload - not structurally valid
3846ba00db2a0214fa86255724d53a19,2023-02-23T01:56:18Z,Downloaded File Structure Analysis Report
3846ba00db2a0214fa86255724d53a19,2023-02-23T02:07:48Z,Unsuccessful upload - not structurally valid
3846ba00db2a0214fa86255724d53a19,2023-02-23T02:07:48Z,Downloaded File Structure Analysis Report
3846ba00db2a0214fa86255724d53a19,2023-02-23T02:10:50Z,Session Ended
9172c7baac85d700c01ad45fdd35d16d,2023-02-23T07:13:51Z,Session Ended
a0e56dacc5ae7986e94d360d06582827,2023-02-23T07:13:51Z,Session Ended
798017b0330b07cd65282055df524d35,2023-02-23T14:04:30Z,Session started
798017b0330b07cd65282055df524d35,2023-02-23T14:04:30Z,User on tabHome
b8e5c9867cf34e50f2660a661a19dd8c,2023-02-23T14:31:45Z,Session started
b8e5c9867cf34e50f2660a661a19dd8c,2023-02-23T14:31:45Z,User on tabHome
b8e5c9867cf34e50f2660a661a19dd8c,2023-02-23T14:32:33Z,User on tabUpload
b8e5c9867cf34e50f2660a661a19dd8c,2023-02-23T14:33:09Z,Unsuccessful upload - not structurally valid
b8e5c9867cf34e50f2660a661a19dd8c,2023-02-23T14:33:25Z,Downloaded File Structure Analysis Report
6675c698d1d19f2f155ab989fe723f39,2023-02-23T14:36:30Z,Session started
6675c698d1d19f2f155ab989fe723f39,2023-02-23T14:36:30Z,User on tabHome
6675c698d1d19f2f155ab989fe723f39,2023-02-23T14:36:33Z,User on tabChangelog
6675c698d1d19f2f155ab989fe723f39,2023-02-23T14:38:39Z,User on tabHome
6849e801d90c52ec0993f46db97bf10a,2023-02-23T14:54:37Z,Session started
6849e801d90c52ec0993f46db97bf10a,2023-02-23T14:54:37Z,User on tabHome
b6e6299fef6900d9adb487776bbde833,2023-02-23T14:59:52Z,Session started
b6e6299fef6900d9adb487776bbde833,2023-02-23T14:59:53Z,User on tabHome
b6e6299fef6900d9adb487776bbde833,2023-02-23T14:59:54Z,User on tabLocalSettings
6675c698d1d19f2f155ab989fe723f39,2023-02-23T15:01:16Z,Session Ended
777d99f952aaf2731eabc31367a51a35,2023-02-23T15:22:42Z,Session started
777d99f952aaf2731eabc31367a51a35,2023-02-23T15:22:43Z,User on tabHome
777d99f952aaf2731eabc31367a51a35,2023-02-23T15:22:44Z,User on tabUpload
777d99f952aaf2731eabc31367a51a35,2023-02-23T15:24:45Z,Unsuccessful upload - zip file was misstructured
777d99f952aaf2731eabc31367a51a35,2023-02-23T15:25:52Z,Unsuccessful upload - zip file was misstructured
777d99f952aaf2731eabc31367a51a35,2023-02-23T15:27:34Z,Unsuccessful upload - not hashed
777d99f952aaf2731eabc31367a51a35,2023-02-23T15:28:21Z,Unsuccessful upload - not hashed
0cd6f3b411d333f00c3904772a19f333,2023-02-23T15:50:34Z,Session started
0cd6f3b411d333f00c3904772a19f333,2023-02-23T15:50:35Z,User on tabHome
777d99f952aaf2731eabc31367a51a35,2023-02-23T15:52:33Z,User on tabHome
777d99f952aaf2731eabc31367a51a35,2023-02-23T15:52:35Z,User on tabUpload
777d99f952aaf2731eabc31367a51a35,2023-02-23T15:52:59Z,Unsuccessful upload - not structurally valid
777d99f952aaf2731eabc31367a51a35,2023-02-23T15:53:24Z,Downloaded File Structure Analysis Report
b6e6299fef6900d9adb487776bbde833,2023-02-23T16:03:44Z,Session Ended
0cd6f3b411d333f00c3904772a19f333,2023-02-23T16:07:46Z,Session Ended
2be271c96045968afd2a77f726cd6aaa,2023-02-23T16:13:56Z,Session started
2be271c96045968afd2a77f726cd6aaa,2023-02-23T16:13:56Z,User on tabHome
2be271c96045968afd2a77f726cd6aaa,2023-02-23T16:14:19Z,Session Ended
ccd680b100f666e4e632e28f2a2c688d,2023-02-23T16:14:29Z,Session started
ccd680b100f666e4e632e28f2a2c688d,2023-02-23T16:14:29Z,User on tabHome
576081f9da3009f7eb2b9dc82cd52997,2023-02-23T16:14:29Z,Session started
576081f9da3009f7eb2b9dc82cd52997,2023-02-23T16:14:29Z,User on tabHome
af943fff8cf8c618020db5e5ea6f2c8a,2023-02-23T16:14:29Z,Session started
af943fff8cf8c618020db5e5ea6f2c8a,2023-02-23T16:14:29Z,User on tabHome
576081f9da3009f7eb2b9dc82cd52997,2023-02-23T16:14:54Z,Session Ended
ccd680b100f666e4e632e28f2a2c688d,2023-02-23T16:14:54Z,Session Ended
af943fff8cf8c618020db5e5ea6f2c8a,2023-02-23T16:15:09Z,Session Ended
798017b0330b07cd65282055df524d35,2023-02-23T16:20:27Z,Session Ended
777d99f952aaf2731eabc31367a51a35,2023-02-23T16:51:20Z,User on tabHome
777d99f952aaf2731eabc31367a51a35,2023-02-23T16:51:22Z,User on tabUpload
777d99f952aaf2731eabc31367a51a35,2023-02-23T16:51:52Z,Unsuccessful upload - not structurally valid
777d99f952aaf2731eabc31367a51a35,2023-02-23T17:01:48Z,Downloaded File Structure Analysis Report
b554b5ff19c3ab72277c386f87a0e5e9,2023-02-23T17:42:59Z,Session started
b554b5ff19c3ab72277c386f87a0e5e9,2023-02-23T17:42:59Z,User on tabHome
239202e37872aa6f3571826c244cda06,2023-02-23T17:51:09Z,Session started
239202e37872aa6f3571826c244cda06,2023-02-23T17:51:09Z,User on tabHome
239202e37872aa6f3571826c244cda06,2023-02-23T17:56:40Z,Session Ended
777d99f952aaf2731eabc31367a51a35,2023-02-23T18:23:47Z,Unsuccessful upload - not structurally valid
777d99f952aaf2731eabc31367a51a35,2023-02-23T18:23:47Z,User on tabHome
777d99f952aaf2731eabc31367a51a35,2023-02-23T18:23:47Z,User on tabUpload
0a12fa20ee0c96200c017202a8bd92c9,2023-02-23T18:24:03Z,Session started
0a12fa20ee0c96200c017202a8bd92c9,2023-02-23T18:24:03Z,User on tabHome
0a12fa20ee0c96200c017202a8bd92c9,2023-02-23T18:24:04Z,User on tabUpload
777d99f952aaf2731eabc31367a51a35,2023-02-23T18:24:06Z,Session Ended
0a12fa20ee0c96200c017202a8bd92c9,2023-02-23T18:24:22Z,Unsuccessful upload - not structurally valid
0a12fa20ee0c96200c017202a8bd92c9,2023-02-23T18:24:28Z,Downloaded File Structure Analysis Report
206c74694ac6ddd5b19c7bdb697bfa45,2023-02-23T19:41:23Z,Session started
206c74694ac6ddd5b19c7bdb697bfa45,2023-02-23T19:41:23Z,User on tabHome
206c74694ac6ddd5b19c7bdb697bfa45,2023-02-23T19:41:24Z,User on tabUpload
206c74694ac6ddd5b19c7bdb697bfa45,2023-02-23T19:41:59Z,Unsuccessful upload - not structurally valid
206c74694ac6ddd5b19c7bdb697bfa45,2023-02-23T19:44:23Z,Unsuccessful upload - zip file was misstructured
206c74694ac6ddd5b19c7bdb697bfa45,2023-02-23T19:44:56Z,Unsuccessful upload - zip file was misstructured
206c74694ac6ddd5b19c7bdb697bfa45,2023-02-23T19:45:47Z,Unsuccessful upload - zip file was misstructured
206c74694ac6ddd5b19c7bdb697bfa45,2023-02-23T19:46:23Z,Unsuccessful upload - zip file was misstructured
206c74694ac6ddd5b19c7bdb697bfa45,2023-02-23T19:47:52Z,Unsuccessful upload - not structurally valid
206c74694ac6ddd5b19c7bdb697bfa45,2023-02-23T20:05:51Z,Unsuccessful upload - not structurally valid
206c74694ac6ddd5b19c7bdb697bfa45,2023-02-23T20:06:00Z,Downloaded File Structure Analysis Report
206c74694ac6ddd5b19c7bdb697bfa45,2023-02-23T20:16:29Z,Session Ended
b8e5c9867cf34e50f2660a661a19dd8c,2023-02-23T20:31:40Z,Session Ended
6849e801d90c52ec0993f46db97bf10a,2023-02-23T20:31:41Z,Session Ended
bfde9ab9f1fda829e9fa2f669fb79997,2023-02-23T21:13:38Z,Session started
bfde9ab9f1fda829e9fa2f669fb79997,2023-02-23T21:13:38Z,User on tabHome
bfde9ab9f1fda829e9fa2f669fb79997,2023-02-23T21:20:09Z,User on tabUpload
bfde9ab9f1fda829e9fa2f669fb79997,2023-02-23T21:21:11Z,Unsuccessful upload - not structurally valid
bfde9ab9f1fda829e9fa2f669fb79997,2023-02-23T21:37:48Z,Session Ended
1c58aeddd897fee5c57b78344cc324fc,2023-02-23T21:37:57Z,Session started
1c58aeddd897fee5c57b78344cc324fc,2023-02-23T21:37:57Z,User on tabHome
1c58aeddd897fee5c57b78344cc324fc,2023-02-23T21:37:59Z,User on tabUpload
28c6b25a4731e96eab33453f28824fc9,2023-02-23T21:48:18Z,Session started
28c6b25a4731e96eab33453f28824fc9,2023-02-23T21:48:18Z,User on tabHome
28c6b25a4731e96eab33453f28824fc9,2023-02-23T21:48:21Z,User on tabChangelog
9b37f837e426a2ff4de4448932a29a26,2023-02-23T21:48:27Z,Session started
9b37f837e426a2ff4de4448932a29a26,2023-02-23T21:48:27Z,User on tabHome
9b37f837e426a2ff4de4448932a29a26,2023-02-23T21:48:28Z,User on tabUpload
9b37f837e426a2ff4de4448932a29a26,2023-02-23T21:48:38Z,Unsuccessful upload - not structurally valid
28c6b25a4731e96eab33453f28824fc9,2023-02-23T21:48:39Z,Session Ended
9b37f837e426a2ff4de4448932a29a26,2023-02-23T21:48:43Z,Downloaded File Structure Analysis Report
b554b5ff19c3ab72277c386f87a0e5e9,2023-02-23T21:53:47Z,Session Ended
9b37f837e426a2ff4de4448932a29a26,2023-02-23T21:55:34Z,Session Ended
1c58aeddd897fee5c57b78344cc324fc,2023-02-23T21:57:48Z,Session Ended
5b07eebf256015ce5df276f8d76f32b8,2023-02-23T22:00:16Z,Session started
5b07eebf256015ce5df276f8d76f32b8,2023-02-23T22:00:16Z,User on tabHome
5b07eebf256015ce5df276f8d76f32b8,2023-02-23T22:00:22Z,User on tabUpload
42b5eaf671ef306414135745d0682b9b,2023-02-23T22:02:09Z,Session started
42b5eaf671ef306414135745d0682b9b,2023-02-23T22:02:09Z,User on tabHome
42b5eaf671ef306414135745d0682b9b,2023-02-23T22:02:38Z,User on tabUpload
42b5eaf671ef306414135745d0682b9b,2023-02-23T22:02:39Z,User on tabLocalSettings
42b5eaf671ef306414135745d0682b9b,2023-02-23T22:02:40Z,User on tabClientCount
42b5eaf671ef306414135745d0682b9b,2023-02-23T22:02:42Z,User on tabPDDE
42b5eaf671ef306414135745d0682b9b,2023-02-23T22:02:43Z,User on tabDQSystem
5b07eebf256015ce5df276f8d76f32b8,2023-02-23T22:02:54Z,Successful upload
42b5eaf671ef306414135745d0682b9b,2023-02-23T22:02:54Z,User on tabDQOrg
42b5eaf671ef306414135745d0682b9b,2023-02-23T22:02:54Z,User on tabChangelog
42b5eaf671ef306414135745d0682b9b,2023-02-23T22:02:54Z,User on tabUpload
42b5eaf671ef306414135745d0682b9b,2023-02-23T22:02:54Z,User on tabHome
5b07eebf256015ce5df276f8d76f32b8,2023-02-23T22:03:02Z,User on tabChangelog
5b07eebf256015ce5df276f8d76f32b8,2023-02-23T22:03:19Z,User on tabLocalSettings
5b07eebf256015ce5df276f8d76f32b8,2023-02-23T22:03:29Z,User on tabHome
cefdb794ed750ce8eb5168ef703417df,2023-02-23T22:15:52Z,Session started
cefdb794ed750ce8eb5168ef703417df,2023-02-23T22:15:52Z,User on tabHome
ab94a88720291d2fa3f8897946f9fa0d,2023-02-23T22:16:08Z,Session started
ab94a88720291d2fa3f8897946f9fa0d,2023-02-23T22:16:08Z,User on tabHome
ab94a88720291d2fa3f8897946f9fa0d,2023-02-23T22:16:08Z,User on tabChangelog
5b07eebf256015ce5df276f8d76f32b8,2023-02-23T22:16:22Z,User on tabChangelog
ab94a88720291d2fa3f8897946f9fa0d,2023-02-23T22:16:26Z,Session Ended
